,T1_HL48G,T2_HL48G,T4_HL48G,T5_HL48G,T11_HL48G,T12_HL48G,T13_HL48G,T14_HL48G,T15_HL48G,T16_HL48X,T17_HL48X,T18_HL48X,T19_HL48X,T21_HL48X,T22_HL48X,T23_HL48X,T24_HL48X
hotlake_ucc_72644,2482,1605,523,1737,357,1636,1180,670,1181,318,348,175,346,1480,939,786,4373
hotlake_ucc_72645,558,259,56,156,61,205,83,67,157,44,53,33,72,313,180,172,1211
hotlake_ucc_72646,240780,75890,31807,96173,86483,127495,113889,79415,50453,181285,198842,35295,270926,253009,219035,146802,236825
hotlake_ucc_72647,2801,1680,423,2590,607,1337,1922,883,888,354,358,219,426,3512,2517,2060,2954
hotlake_ucc_72648,1303,772,298,1530,466,752,907,550,518,341,339,191,355,2639,2244,2022,1675
hotlake_ucc_72649,299,158,45,240,46,156,113,78,112,66,104,29,95,342,226,141,308
hotlake_ucc_72650,450,222,49,256,113,208,162,110,156,87,110,57,121,517,325,316,600
hotlake_ucc_72651,1104,519,160,616,364,724,568,372,399,181,195,84,219,771,490,412,1184
hotlake_ucc_72652,2668,1286,373,1527,643,1640,1139,656,970,516,569,272,639,2427,1343,1399,2931
hotlake_ucc_72653,394,194,46,189,32,273,145,67,134,66,47,29,80,276,177,189,491
hotlake_ucc_72654,607,332,92,355,145,406,234,188,282,117,105,61,117,439,336,260,662
hotlake_ucc_72655,854,412,138,597,157,578,423,244,327,123,142,71,120,624,423,350,639
hotlake_ucc_124819,173,130,49,271,54,155,125,82,87,16,13,10,36,120,66,49,276
hotlake_ucc_124820,458,308,91,538,123,245,295,181,211,57,83,42,78,363,229,167,530
hotlake_ucc_72656,434,216,60,365,137,213,262,179,174,145,153,62,181,776,449,497,732
hotlake_ucc_72657,474,248,66,384,82,241,241,112,144,98,109,43,105,437,315,234,964
hotlake_ucc_72658,205,123,40,186,52,96,104,65,85,35,42,11,29,193,176,129,395
hotlake_ucc_124584,206,143,49,300,60,139,181,119,88,64,61,25,55,364,258,151,345
hotlake_ucc_72659,993,626,232,1090,300,711,723,398,482,240,287,114,238,1228,964,794,1331
hotlake_ucc_72660,1440,1096,389,2164,246,851,768,558,537,182,133,81,144,910,728,428,1526
hotlake_ucc_72661,844,472,148,705,176,448,370,218,266,106,150,74,122,899,708,494,964
hotlake_ucc_72662,368,168,59,319,45,162,132,75,96,85,79,48,81,265,250,223,391
hotlake_ucc_72663,1670,624,158,777,345,827,576,393,505,1118,1131,532,1389,4076,2859,2782,1405
hotlake_ucc_72664,661,224,87,271,130,319,232,121,176,130,128,40,127,469,314,269,634
hotlake_ucc_72665,34,27,5,29,8,21,14,6,15,17,28,15,33,99,53,40,53
hotlake_ucc_72666,447,224,46,226,93,194,132,103,130,226,211,93,357,860,481,429,533
hotlake_ucc_72667,784,380,84,414,133,399,308,197,219,217,226,120,325,920,522,505,1011
hotlake_ucc_72668,1261,468,188,769,391,675,690,424,354,258,253,101,282,851,511,543,842
hotlake_ucc_72669,858,396,162,1310,300,657,896,405,309,117,112,51,130,828,505,478,566
hotlake_ucc_72670,6902,3187,725,4578,677,2131,2359,1281,1814,10019,10308,5224,11380,12545,8703,11806,13441
hotlake_ucc_72671,5472,4031,1808,12094,1502,4329,6255,3151,3315,15879,15384,8896,15867,13918,11027,16705,10720
hotlake_ucc_72672,2235,1983,1138,5687,495,2524,3561,2116,2575,16197,14520,8724,17196,14926,11670,20736,8669
hotlake_ucc_72673,388,170,45,179,91,183,145,98,91,85,96,40,104,294,187,206,483
hotlake_ucc_72674,562,247,90,275,59,219,165,83,154,154,183,80,194,555,333,339,798
hotlake_ucc_72675,230,140,38,118,50,108,68,75,51,64,67,31,90,191,131,118,294
hotlake_ucc_72676,253,93,27,107,37,80,71,44,49,67,74,39,67,236,164,189,310
hotlake_ucc_72677,384,216,50,210,61,168,100,86,140,35,49,27,40,149,79,84,478
hotlake_ucc_72678,8218,4660,1304,5387,1073,4045,2975,1766,3185,1635,1664,881,1771,6718,4473,3614,15810
hotlake_ucc_72680,728,435,103,559,174,402,425,246,320,122,117,54,120,546,286,266,1850
hotlake_ucc_72682,2245,1148,367,1142,364,1005,802,502,743,329,297,137,320,1436,677,681,4726
hotlake_ucc_72683,6011,3128,934,4415,1509,2887,2584,1443,1766,985,1166,461,1282,4463,2884,2965,7660
hotlake_ucc_72685,1700,894,242,919,257,784,625,370,513,168,202,76,203,707,325,449,1602
hotlake_ucc_72686,339,133,42,144,56,161,109,72,95,21,36,14,57,161,84,62,294
hotlake_ucc_72687,821,376,113,422,161,425,290,201,207,190,168,77,140,477,205,272,788
hotlake_ucc_72688,490,216,58,234,136,281,257,108,137,49,64,18,57,182,132,121,383
hotlake_ucc_72689,1876,1022,319,1481,492,1175,1012,632,725,280,277,107,264,1062,682,598,2199
hotlake_ucc_72690,757,389,88,505,189,407,248,243,227,134,150,51,154,417,223,275,644
hotlake_ucc_72691,1697,875,253,1133,350,965,641,478,555,199,221,101,269,983,499,511,2005
hotlake_ucc_72692,6425,3464,888,2748,939,3162,1930,1024,2277,1518,1524,736,1754,6107,3827,3855,15867
hotlake_ucc_72693,2031,1089,296,605,191,833,377,264,586,303,277,100,279,1000,607,656,4456
hotlake_ucc_72694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_72695,3035,1679,392,1446,478,1524,827,575,1043,308,344,153,363,1512,985,1003,8122
hotlake_ucc_72696,446,223,48,162,36,194,82,69,151,51,33,23,48,189,109,132,1095
hotlake_ucc_72697,1628,805,169,738,208,757,563,324,585,171,219,93,206,927,483,545,3514
hotlake_ucc_72698,1268,948,279,1353,227,836,593,520,584,136,139,62,119,452,301,259,2434
hotlake_ucc_72699,969,431,125,370,131,430,242,163,257,112,124,57,147,413,199,201,1211
hotlake_ucc_72700,169,76,26,96,21,92,54,38,39,63,69,35,73,339,159,161,325
hotlake_ucc_72701,4976,2683,632,3656,990,2156,2061,1283,1642,3387,3643,1804,4054,14467,10025,9615,9659
hotlake_ucc_72702,514,208,60,334,179,247,219,178,168,474,556,206,599,1752,1075,1039,897
hotlake_ucc_72703,5087,2830,795,3159,881,2266,1623,1146,1549,760,823,414,891,3061,2024,1728,8671
hotlake_ucc_72704,7023,3837,1355,5592,1661,4221,3362,2042,2739,987,940,387,992,3557,2106,1942,9925
hotlake_ucc_72705,2865,1561,477,2190,797,1827,1647,847,983,445,465,221,534,1743,1203,967,3939
hotlake_ucc_72706,212299,124900,77948,225454,272539,298195,157808,159616,200906,368551,409882,60576,535232,606022,565981,335703,682149
hotlake_ucc_72707,344,162,67,195,136,265,126,106,149,248,348,43,341,234,306,241,1184
hotlake_ucc_72708,250,114,56,163,298,150,91,189,147,185,249,25,197,119,135,130,429
hotlake_ucc_72709,322,117,64,149,76,132,113,83,105,34,31,22,34,113,45,63,278
hotlake_ucc_72710,3116,1732,571,1959,695,1444,1450,849,1028,582,660,233,692,2954,2230,1455,1932
hotlake_ucc_72711,8825,3944,1169,3785,1412,3762,2455,1596,2521,467,508,210,585,1713,1205,902,6156
hotlake_ucc_72712,3707,1942,548,1747,537,1858,1483,878,1443,112,129,37,186,714,348,285,3001
hotlake_ucc_72713,537,226,92,256,144,201,185,112,131,338,420,192,482,1473,1008,1058,894
hotlake_ucc_72714,1547,729,237,982,287,515,561,336,358,1565,2113,1101,2261,4938,3938,3123,2335
hotlake_ucc_72715,797,346,81,570,189,493,428,243,219,210,211,98,262,619,358,384,756
hotlake_ucc_72716,681,325,82,439,160,399,339,203,204,133,181,67,196,549,323,252,760
hotlake_ucc_72717,865,420,138,638,132,475,456,221,307,111,193,73,163,662,343,307,916
hotlake_ucc_72718,110,45,9,42,21,55,47,36,24,22,31,4,35,90,40,53,114
hotlake_ucc_72719,355,164,57,217,127,172,168,94,139,57,76,15,81,220,136,132,421
hotlake_ucc_72720,1289,543,202,826,256,626,703,323,398,161,185,68,228,716,374,364,1438
hotlake_ucc_72721,268,102,31,164,68,129,101,73,73,29,25,6,42,155,78,87,364
hotlake_ucc_72722,338,161,41,222,118,182,180,111,131,28,40,20,45,143,96,106,344
hotlake_ucc_72724,781,385,99,481,230,420,326,225,277,118,125,43,158,351,206,225,816
hotlake_ucc_72725,4033,2247,644,3234,1124,2441,2215,1342,1625,497,604,194,618,2551,1491,1567,4341
hotlake_ucc_72726,29732,14812,4233,23871,9325,16787,15770,9858,10328,30164,32396,16024,39230,120741,96532,88785,40688
hotlake_ucc_72727,1364,575,155,603,242,546,415,279,313,283,309,126,325,1093,733,663,2725
hotlake_ucc_72728,173,124,31,172,29,102,118,55,82,40,45,17,42,256,137,158,420
hotlake_ucc_72729,625,283,73,233,81,269,158,92,190,61,60,29,80,262,120,155,763
hotlake_ucc_72730,323,156,56,174,48,116,75,58,84,38,46,19,50,158,86,102,308
hotlake_ucc_72731,201,72,30,84,32,101,71,42,45,41,35,18,45,114,62,76,250
hotlake_ucc_72732,837,461,153,651,124,347,300,190,221,131,117,56,155,496,288,246,878
hotlake_ucc_72733,1469,1006,270,1414,244,958,925,528,648,399,421,224,437,1656,949,817,2289
hotlake_ucc_72735,802,421,114,470,119,350,288,177,226,224,249,123,297,909,537,397,986
hotlake_ucc_72736,87,44,21,44,5,31,37,12,23,11,11,12,15,42,36,33,164
hotlake_ucc_72737,1254,650,100,339,75,442,142,121,287,222,219,131,219,971,588,545,3750
hotlake_ucc_72738,1191,614,93,362,105,432,222,121,364,138,159,64,181,791,621,539,3339
hotlake_ucc_72739,1870,899,275,952,472,1060,850,472,536,320,322,124,358,989,583,561,1753
hotlake_ucc_72740,611,309,61,518,168,303,390,233,231,233,255,140,260,1376,989,1127,853
hotlake_ucc_72741,9893,6491,2075,17001,3088,4908,7713,4853,2919,4654,4355,2695,4314,13107,9350,7211,4876
hotlake_ucc_72742,805,494,165,921,254,479,562,302,249,130,125,85,142,645,399,372,935
hotlake_ucc_72743,277,185,57,302,70,183,209,84,108,31,31,14,24,126,82,57,267
hotlake_ucc_72744,778,272,89,351,163,332,287,191,195,107,103,32,114,354,232,186,589
hotlake_ucc_72745,559,285,76,266,89,297,144,135,159,82,104,31,118,314,213,264,519
hotlake_ucc_72746,3853,1997,474,1578,584,1769,932,644,1202,658,671,307,799,2537,1581,1669,7565
hotlake_ucc_72747,1682,956,222,863,216,795,516,359,535,235,261,113,279,976,535,513,4269
hotlake_ucc_72748,8295,6731,2844,16671,3266,5663,5556,4239,4025,833,870,405,757,3823,3240,1917,8003
hotlake_ucc_72749,2284,1756,616,2897,426,903,994,727,752,370,360,222,313,2500,1794,1152,3418
hotlake_ucc_72750,1512,1185,412,1884,187,764,794,451,467,153,176,81,147,1281,1029,615,2320
hotlake_ucc_72751,4309,3320,1105,6505,1090,2198,2294,1611,1479,1008,1072,524,965,5724,5078,3208,5345
hotlake_ucc_72752,4168,3430,1235,7286,1252,2328,2875,1685,1430,575,567,247,435,3172,2574,1823,3944
hotlake_ucc_124585,649,527,196,919,152,465,501,360,441,47,39,32,50,423,382,217,1447
hotlake_ucc_72753,8072,8594,3999,16902,2652,6365,4420,3938,4895,1812,2138,1189,2057,7060,6488,4010,5975
hotlake_ucc_72754,476,384,153,602,133,385,298,231,284,66,72,35,68,330,226,198,453
hotlake_ucc_72755,674,368,119,435,130,470,362,174,287,68,76,51,96,539,316,240,979
hotlake_ucc_72756,400,257,59,742,150,216,380,237,110,191,236,115,183,982,573,611,389
hotlake_ucc_72757,1927,1234,424,2123,580,1134,1150,734,707,293,276,165,328,1456,1162,927,2470
hotlake_ucc_72758,1468,943,332,1794,305,940,1052,602,554,271,247,160,298,1379,1082,780,1808
hotlake_ucc_72759,1475,1239,551,4437,632,1070,1714,996,669,1731,1587,1118,1454,7414,6631,4170,1792
hotlake_ucc_72760,499,304,136,571,184,347,344,214,249,83,111,50,115,543,388,262,1123
hotlake_ucc_72761,763,429,136,671,164,456,398,244,242,175,147,71,155,850,608,504,1147
hotlake_ucc_72762,187,88,34,116,38,94,107,53,77,37,48,24,40,199,77,91,305
hotlake_ucc_72763,353,165,53,300,88,218,239,135,140,87,92,44,116,388,294,211,467
hotlake_ucc_72764,406,286,96,452,119,281,295,177,191,106,106,33,112,448,346,330,574
hotlake_ucc_72765,140,82,31,112,16,66,60,38,42,11,21,11,32,109,75,76,202
hotlake_ucc_124586,27,30,9,50,5,23,19,11,9,8,1,2,4,34,24,10,37
hotlake_ucc_72766,206,106,45,251,45,82,105,60,83,60,60,31,55,317,213,162,315
hotlake_ucc_72767,169,100,34,189,42,80,100,52,55,49,49,28,69,274,176,144,326
hotlake_ucc_72768,242,124,31,228,42,94,122,65,68,99,130,44,113,376,224,286,295
hotlake_ucc_72769,226,105,39,160,44,116,124,67,80,92,69,29,106,318,189,219,380
hotlake_ucc_72771,183,102,40,176,56,114,134,71,84,37,35,22,59,233,109,108,252
hotlake_ucc_72772,123,49,27,79,46,91,84,57,39,20,25,14,36,142,74,75,188
hotlake_ucc_72773,452,224,55,332,153,270,305,173,180,249,335,85,368,777,579,570,619
hotlake_ucc_72774,197,86,14,123,55,96,102,60,50,36,52,11,38,239,138,121,212
hotlake_ucc_72775,298,124,44,232,66,153,138,75,101,65,58,30,72,323,209,205,411
hotlake_ucc_72776,205,122,42,238,50,119,138,74,93,43,43,24,49,324,223,161,374
hotlake_ucc_72777,446,239,95,504,130,271,316,214,200,144,146,59,175,639,346,272,559
hotlake_ucc_72778,430,208,90,515,87,202,263,139,93,56,61,33,52,319,192,210,364
hotlake_ucc_72779,467,309,95,553,82,336,278,185,222,81,86,40,74,426,249,221,451
hotlake_ucc_72780,22,17,4,28,5,15,14,4,1,4,6,0,5,23,13,17,11
hotlake_ucc_72781,389,255,94,518,143,247,323,173,190,56,64,34,72,320,252,146,429
hotlake_ucc_72782,109,95,32,159,23,89,104,45,60,22,26,17,29,128,83,69,151
hotlake_ucc_72783,702,446,144,462,109,392,393,181,210,84,82,32,87,414,156,213,561
hotlake_ucc_72784,1256,1037,317,2282,523,742,876,733,513,626,693,325,605,3582,3132,2439,1698
hotlake_ucc_72785,1664,891,246,1378,306,888,762,446,557,194,212,88,229,1093,746,610,1987
hotlake_ucc_72786,1311,636,198,1137,309,613,738,443,361,313,334,129,347,1303,692,588,1217
hotlake_ucc_72787,3370,1800,588,2749,1091,2237,2091,1194,1429,788,858,395,1073,3912,2232,2002,3163
hotlake_ucc_72788,112,44,8,64,37,44,47,32,35,23,24,8,19,80,62,51,110
hotlake_ucc_72790,212,98,17,143,56,94,128,58,77,52,39,16,58,180,119,136,298
hotlake_ucc_72791,1340,960,339,1634,268,1069,837,548,717,270,299,142,301,1479,1097,663,1820
hotlake_ucc_72792,527,333,85,532,137,353,374,201,206,107,104,61,110,467,306,313,645
hotlake_ucc_72793,839,527,160,531,121,446,266,194,306,94,108,58,121,581,481,366,887
hotlake_ucc_72794,46,19,3,23,3,22,15,13,5,4,8,0,6,48,25,18,60
hotlake_ucc_72795,397,240,57,334,73,220,233,138,161,56,39,34,56,299,185,171,526
hotlake_ucc_72796,506,260,121,226,39,267,173,76,182,207,231,157,246,1037,581,475,962
hotlake_ucc_72797,1980,1092,416,1306,296,989,602,406,654,761,876,395,949,3169,2255,1940,3767
hotlake_ucc_72798,2328,1120,334,2004,690,973,1397,742,781,801,726,350,798,4176,2751,2643,2463
hotlake_ucc_72800,1334,648,273,1265,210,620,801,335,460,258,261,150,264,1560,1151,809,1172
hotlake_ucc_72801,1086,649,219,1229,304,728,1018,469,498,211,236,136,268,1767,1121,915,1221
hotlake_ucc_72802,1077,605,226,1059,356,657,774,464,431,382,397,174,413,1579,966,898,1764
hotlake_ucc_72803,948,541,149,705,215,565,439,300,400,90,115,45,97,391,292,219,1061
hotlake_ucc_72804,81,33,9,39,15,32,27,15,22,5,15,4,10,54,32,38,72
hotlake_ucc_72805,253,112,32,90,43,121,76,56,66,60,44,20,78,255,147,148,368
hotlake_ucc_72806,335,164,35,161,43,124,96,79,63,51,53,20,74,186,140,116,333
hotlake_ucc_72807,32,22,13,125,15,42,65,41,50,40,38,30,50,47,41,53,47
hotlake_ucc_72808,194,82,34,129,27,81,71,51,72,48,49,30,40,188,102,112,393
hotlake_ucc_72809,327,171,51,284,89,186,201,150,101,74,100,38,103,320,221,240,392
hotlake_ucc_72810,81,40,11,41,25,33,27,18,18,19,16,8,10,61,27,32,101
hotlake_ucc_72811,1483,762,262,851,220,644,522,300,465,201,187,72,177,806,499,501,3244
hotlake_ucc_72812,305,152,36,149,58,166,115,94,111,34,34,17,66,179,92,97,570
hotlake_ucc_72813,334,216,68,232,116,195,164,95,151,24,47,20,52,204,99,103,757
hotlake_ucc_72814,361,175,37,256,60,203,180,82,135,64,100,46,98,433,285,230,702
hotlake_ucc_72815,195,93,33,109,42,98,72,45,74,43,49,24,43,183,107,101,371
hotlake_ucc_72816,495,268,73,290,80,258,189,109,144,171,186,98,243,880,592,598,1398
hotlake_ucc_72817,641,294,59,259,87,273,179,123,140,165,166,63,174,664,418,446,554
hotlake_ucc_72818,608,283,68,243,59,211,124,80,153,223,221,110,299,790,464,467,907
hotlake_ucc_72819,640,341,85,324,113,281,220,130,231,174,200,94,240,705,358,336,856
hotlake_ucc_72820,479690,399452,138427,245563,33279,228138,80722,67323,140883,23594,24683,13159,22836,121449,95040,64316,407006
hotlake_ucc_72821,244517,191745,70166,120936,16844,104834,39650,32450,64897,13083,12964,7130,12811,50437,39346,26495,176937
hotlake_ucc_72822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_72823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_72824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_72825,953,449,123,466,149,412,318,163,293,143,158,75,169,767,420,423,1735
hotlake_ucc_72826,909,451,138,491,101,348,281,157,303,171,148,98,190,771,392,313,1441
hotlake_ucc_72827,753,415,123,462,92,271,283,133,227,44,49,32,73,386,188,176,1094
hotlake_ucc_72828,1120,691,260,909,235,579,631,306,399,76,82,34,82,479,283,289,1687
hotlake_ucc_72829,768,393,120,399,136,496,377,196,330,55,63,26,80,295,173,148,1319
hotlake_ucc_72830,1899,1536,444,1983,334,1298,1284,658,799,135,183,81,165,939,551,345,2107
hotlake_ucc_72831,1163,536,139,637,195,548,535,244,288,122,125,49,158,642,298,273,1265
hotlake_ucc_72832,5149,2706,770,4045,1060,2496,2521,1323,1654,1716,1699,892,1843,7324,4700,5140,4362
hotlake_ucc_72833,1820,935,252,1402,525,1183,973,656,812,1315,1337,617,1402,6125,4626,5357,3476
hotlake_ucc_72834,7311,3919,820,6658,1820,3334,4444,2493,1897,7798,7273,4176,8652,35191,26748,24691,3272
hotlake_ucc_72835,1281,601,183,1015,252,869,798,413,530,200,170,116,225,749,413,302,1497
hotlake_ucc_72836,724,380,75,777,267,364,710,392,190,295,281,145,337,1273,817,780,574
hotlake_ucc_72837,117,54,8,92,49,78,74,53,36,21,27,7,17,85,41,39,137
hotlake_ucc_72838,689,361,101,416,195,315,320,214,201,141,124,71,175,670,472,472,1353
hotlake_ucc_72839,931,507,156,723,233,456,446,223,334,165,158,96,200,986,636,539,1675
hotlake_ucc_72840,806,386,89,404,143,368,322,189,234,109,109,44,116,590,361,282,1496
hotlake_ucc_72841,629,318,70,395,121,339,313,177,201,84,110,49,130,405,299,218,887
hotlake_ucc_72842,164,54,13,62,18,64,55,36,56,17,23,12,35,65,47,41,219
hotlake_ucc_72843,1428,810,195,860,235,774,511,317,526,240,253,99,268,778,533,533,2066
hotlake_ucc_72844,450,157,36,175,58,158,73,60,103,35,50,19,47,145,75,98,417
hotlake_ucc_72845,743,343,87,311,131,297,192,111,226,137,141,44,151,481,271,283,827
hotlake_ucc_72846,282,121,50,167,75,157,154,83,112,47,51,15,59,233,147,138,347
hotlake_ucc_72847,1752,912,301,1070,302,815,599,435,622,383,486,230,537,1821,1371,1095,3438
hotlake_ucc_72848,429,183,66,218,89,188,163,109,108,81,105,37,168,427,259,172,699
hotlake_ucc_72849,320,186,73,240,96,173,187,123,107,68,58,26,68,203,156,131,285
hotlake_ucc_72850,52,34,6,36,13,48,26,18,15,11,17,3,20,37,15,35,44
hotlake_ucc_72851,207,70,17,68,17,88,57,30,41,46,37,18,78,151,115,92,160
hotlake_ucc_72852,1003,476,135,649,174,537,481,256,405,681,889,499,1354,5221,3747,2284,1898
hotlake_ucc_72853,907,435,117,451,116,457,307,207,263,788,934,621,1522,4698,3531,2179,1409
hotlake_ucc_72854,724,393,114,516,143,414,331,155,271,894,875,713,1553,5396,3878,2175,1535
hotlake_ucc_72855,666,296,66,295,93,287,230,124,170,649,772,474,1466,4796,3018,1749,1060
hotlake_ucc_72856,863,406,98,486,139,388,304,190,247,767,1075,625,1567,5208,3444,2048,1173
hotlake_ucc_72857,959,634,195,908,242,601,498,303,406,361,396,234,491,1833,1449,711,1143
hotlake_ucc_72858,264,129,34,162,69,122,134,61,95,81,81,59,154,467,298,224,422
hotlake_ucc_72859,887,530,178,1105,264,494,685,371,270,206,203,114,190,1047,583,576,913
hotlake_ucc_72860,547,283,199,2007,731,324,1621,859,174,197,230,124,271,904,594,613,706
hotlake_ucc_72861,3593,1769,512,2045,729,1921,1830,869,1119,492,449,209,462,2235,1203,1288,2817
hotlake_ucc_72863,1599,894,196,1195,425,839,845,540,641,694,877,328,781,3022,1829,1491,2781
hotlake_ucc_72864,967,499,132,686,174,452,382,205,250,235,251,94,265,902,462,412,1093
hotlake_ucc_72865,106,41,13,46,23,50,21,21,24,23,28,6,18,80,42,23,150
hotlake_ucc_72866,757,294,91,378,154,359,258,171,201,209,207,84,220,743,390,551,659
hotlake_ucc_72867,1762,1134,410,1652,436,1050,828,552,857,151,132,75,178,595,361,279,2506
hotlake_ucc_72868,2289,1108,317,1217,311,853,663,419,587,393,299,172,464,1409,964,807,2688
hotlake_ucc_72870,566,306,77,274,73,222,236,114,145,78,78,26,84,302,157,156,815
hotlake_ucc_72871,1067,503,118,526,180,499,374,234,378,85,121,60,137,669,317,243,1452
hotlake_ucc_72872,305,113,22,133,90,159,137,87,91,267,295,97,374,1048,708,719,397
hotlake_ucc_72873,1517,594,159,789,293,600,501,355,345,1076,1176,617,1462,5636,3707,3715,1833
hotlake_ucc_72874,1740,744,181,1008,398,737,691,495,505,2890,3155,1452,3620,15870,11538,12271,1438
hotlake_ucc_72875,1404,636,147,705,269,682,526,339,458,3141,3032,1522,3605,15076,11552,10107,894
hotlake_ucc_72876,875,421,69,383,151,331,283,226,237,3074,2897,1732,3622,14130,10206,9337,601
hotlake_ucc_72877,488,229,69,308,80,225,199,100,140,161,135,64,137,534,327,449,616
hotlake_ucc_72878,346,136,25,171,41,173,117,72,112,339,331,204,437,1475,829,819,715
hotlake_ucc_72879,5656,3648,1072,5220,929,3037,2745,1445,1642,2349,2438,1335,2333,8599,5522,5141,4059
hotlake_ucc_72880,839,346,98,240,119,337,216,120,206,91,68,40,126,352,179,217,1016
hotlake_ucc_72881,3070,1503,388,1743,598,1938,1339,779,1057,498,555,208,636,1908,1102,1021,3209
hotlake_ucc_72882,1463,824,245,1076,187,760,573,336,462,229,204,111,239,1021,512,411,1529
hotlake_ucc_72883,1665,807,236,947,333,793,608,385,524,276,308,129,308,1117,647,738,1799
hotlake_ucc_72884,1100,484,108,539,157,610,492,275,341,190,163,98,229,759,434,374,1214
hotlake_ucc_72885,145,69,23,59,22,81,36,34,34,13,15,8,20,68,26,35,153
hotlake_ucc_72886,687,363,95,554,188,349,399,235,197,102,125,50,141,420,244,246,676
hotlake_ucc_72887,817,423,137,635,238,421,581,345,252,228,175,104,292,783,464,492,1129
hotlake_ucc_72889,1092,570,154,1099,505,671,952,532,422,298,263,166,403,1197,676,703,1440
hotlake_ucc_72890,1499,668,228,4001,2139,700,2939,1936,357,288,356,126,374,738,402,414,333
