Locus_Tag,T6_HL58G,T7_HL58G,T8_HL58G,T9_HL58G,T10_HL58G,T11_HL58G,T12_HL58G,T13_HL58G,T14_HL58G,T15_HL58G,T21_HL58X,T22_HL58X,T23_HL58X,T24_HL58X
hotlake_ucc_85139,0,1,2,1,1,0,0,0,0,0,0,0,0,0
HL_58_ARTIFICIAL_EXON,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_85140,3,3,1,5,2,0,0,0,0,0,0,0,0,0
hotlake_ucc_80896,38,30,46,29,14,3,1,1,1,0,0,0,0,1
hotlake_ucc_80897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_80898,257,143,263,384,184,41,53,57,59,50,78,57,43,294
hotlake_ucc_80900,310,252,279,237,224,38,184,74,65,153,18,4,3,17
hotlake_ucc_80901,3168,2503,2653,3257,2892,944,1671,2956,1622,1260,289,190,162,498
hotlake_ucc_80902,260,205,187,194,216,76,173,187,111,126,21,8,8,21
hotlake_ucc_80903,30,9,26,26,15,1,24,7,4,19,3,1,0,3
hotlake_ucc_80904,1396,943,1097,947,1097,159,739,444,344,624,45,25,23,85
hotlake_ucc_80905,622,490,587,438,527,61,288,139,90,195,11,4,5,23
hotlake_ucc_80906,1544,1086,1425,1171,1317,166,779,441,289,612,40,17,23,55
hotlake_ucc_80907,1716,1470,1550,1435,1472,176,450,498,417,354,21,11,7,31
hotlake_ucc_80908,1119,957,1149,971,1114,146,372,377,319,271,13,5,8,14
hotlake_ucc_80909,32060,19255,25304,35382,23768,1213,2869,3496,1840,2340,218,157,114,936
hotlake_ucc_80910,6788,4149,4943,5348,4560,247,730,921,472,505,57,21,12,165
hotlake_ucc_80911,9608,6209,8497,8739,7882,497,1426,1751,895,991,64,37,23,285
hotlake_ucc_80912,2614,2246,2535,2382,1894,205,445,623,309,362,13,6,7,70
hotlake_ucc_80913,1638,1348,1467,1181,1332,138,524,319,238,388,24,20,15,69
hotlake_ucc_80914,1037,753,891,679,787,98,365,267,179,311,23,15,14,38
hotlake_ucc_80915,2048,1441,1777,1386,1662,214,756,488,404,616,67,42,40,117
hotlake_ucc_80916,2306,1745,2324,1951,1989,114,735,566,375,572,87,49,26,125
hotlake_ucc_80917,416,327,393,357,392,64,232,157,115,159,14,19,14,49
hotlake_ucc_80919,1208,903,1158,1178,1307,101,590,443,332,449,38,26,31,38
hotlake_ucc_80921,173,149,177,127,164,14,75,44,40,44,3,5,6,7
hotlake_ucc_80922,353,281,370,262,290,36,177,112,66,106,6,2,1,21
hotlake_ucc_80923,2158,1897,2381,2080,2390,248,1082,709,547,769,43,47,24,72
hotlake_ucc_80924,952,650,899,643,856,140,445,369,286,343,25,25,20,42
hotlake_ucc_80925,365893,316753,428087,267650,321308,20146,35405,32297,26903,26695,11045,6186,7124,39179
hotlake_ucc_80926,826,584,751,536,795,63,308,253,136,230,21,11,10,44
hotlake_ucc_80927,416,306,400,318,399,213,872,407,299,723,13,5,3,27
hotlake_ucc_80928,1093,819,1047,1090,1236,192,1243,466,400,1046,40,41,24,103
hotlake_ucc_80929,2183,1706,2107,2008,2002,135,713,427,322,691,50,38,44,100
hotlake_ucc_80930,402,347,403,292,362,31,222,70,85,178,16,3,4,25
hotlake_ucc_80931,1911,1401,2019,1743,2146,490,3253,1354,980,2199,161,126,140,569
hotlake_ucc_80932,2878,2474,2830,2500,2559,325,866,878,621,808,70,39,23,113
hotlake_ucc_80933,1454,1129,1338,1043,1115,149,314,380,288,277,36,6,22,38
hotlake_ucc_80934,1179,1059,1111,1009,1191,119,489,329,237,335,35,13,9,100
hotlake_ucc_80935,1983,1336,2075,1922,1949,636,2171,1513,1041,1518,52,23,26,156
hotlake_ucc_80936,1035,981,1007,999,1180,322,1081,735,681,789,40,22,19,90
hotlake_ucc_80937,3359,2787,3738,3360,3645,1321,3578,2711,2024,2404,103,54,59,276
hotlake_ucc_80938,1056,1065,1046,1031,1151,489,937,637,512,650,24,13,8,37
hotlake_ucc_80939,3557,2955,3759,3292,3609,782,2771,1835,1467,1878,108,60,56,141
hotlake_ucc_80940,3512,2450,3094,2879,3198,121,798,273,233,711,85,47,23,208
hotlake_ucc_80941,2241,1544,2020,1872,1932,69,482,259,139,422,37,23,19,99
hotlake_ucc_80942,1599,1118,1536,1199,1492,177,793,420,280,608,48,25,23,90
hotlake_ucc_80943,968,799,840,692,856,96,449,229,165,348,30,20,10,50
hotlake_ucc_80944,129,108,137,107,123,27,45,37,29,31,15,3,10,10
hotlake_ucc_80946,133,120,137,118,137,32,110,56,42,110,11,11,6,15
hotlake_ucc_80947,1722,1239,1471,1228,1351,132,567,346,219,500,45,24,15,85
hotlake_ucc_80948,357,259,333,259,277,31,114,73,61,99,13,7,8,18
hotlake_ucc_80949,698,484,587,457,477,40,145,184,165,138,24,19,20,25
hotlake_ucc_80950,2461,1829,2113,1689,1842,223,530,613,449,483,107,58,78,100
hotlake_ucc_80951,430,352,455,350,402,28,109,117,72,114,15,3,1,12
hotlake_ucc_80952,826,694,691,607,670,94,260,323,176,241,43,28,27,38
hotlake_ucc_80953,1041,825,785,818,832,86,348,452,273,327,100,76,77,66
hotlake_ucc_80954,555,457,539,430,467,33,303,114,122,220,9,13,7,31
hotlake_ucc_80955,46,48,50,41,57,10,59,28,21,39,3,1,0,4
hotlake_ucc_80956,45,32,30,29,49,8,36,9,12,31,0,0,0,6
hotlake_ucc_80957,622,526,639,475,610,73,318,187,127,266,23,13,9,43
hotlake_ucc_80958,406,330,335,301,323,26,93,83,51,80,8,4,1,7
hotlake_ucc_80959,4334,2543,2100,3692,2171,52,94,78,100,87,50,28,23,110
hotlake_ucc_80960,577,276,248,529,293,16,27,38,26,18,7,0,4,4
hotlake_ucc_80962,438,280,411,298,411,24,151,105,67,116,8,3,3,21
hotlake_ucc_80963,142,108,148,112,106,19,70,46,31,63,3,8,2,13
hotlake_ucc_80965,349,264,281,269,260,18,148,64,37,132,10,10,4,12
hotlake_ucc_80967,2742,1448,1607,2389,1979,84,410,299,204,302,44,19,18,54
hotlake_ucc_80969,8885,6878,7468,7618,8074,2244,1119,4596,3595,876,630,423,273,1137
hotlake_ucc_80970,1079,783,1007,758,835,118,390,345,194,272,21,12,5,39
hotlake_ucc_80971,880,603,871,714,944,121,207,295,148,159,20,4,7,19
hotlake_ucc_80972,530,395,489,458,483,69,171,182,141,132,15,5,3,22
hotlake_ucc_80973,794,617,739,772,781,71,191,223,184,143,7,5,4,25
hotlake_ucc_80974,505,369,432,337,415,46,283,229,138,213,21,18,11,30
hotlake_ucc_80975,733,539,666,583,645,42,117,153,73,77,13,7,6,16
hotlake_ucc_80976,1142,825,1007,757,835,111,363,349,197,303,28,9,16,54
hotlake_ucc_80977,927,780,720,822,937,92,465,433,299,332,75,51,51,78
hotlake_ucc_80979,471,324,504,334,339,79,137,223,149,108,8,5,7,26
hotlake_ucc_80981,166,148,167,118,133,21,47,48,20,45,5,1,2,11
hotlake_ucc_80982,208,168,184,140,153,15,56,43,38,42,4,6,1,23
hotlake_ucc_80983,176,130,140,115,126,8,50,48,31,42,1,3,2,8
hotlake_ucc_80984,57,51,50,53,50,10,11,24,11,12,2,0,0,3
hotlake_ucc_80985,135,120,137,105,129,15,23,40,39,26,2,1,2,4
hotlake_ucc_80986,187,153,202,165,191,32,111,66,47,67,5,3,1,26
hotlake_ucc_80987,417,352,346,324,467,61,263,145,97,198,17,4,5,11
hotlake_ucc_80988,4981,3125,4222,4600,4392,288,849,1808,683,602,63,41,29,120
hotlake_ucc_80989,809,632,712,837,898,115,335,359,199,230,48,34,22,71
hotlake_ucc_80990,12767,11750,16186,15141,15079,2782,13488,8584,6202,11560,519,359,267,1007
hotlake_ucc_80992,889,755,1161,984,1064,180,691,432,278,719,46,20,12,82
hotlake_ucc_80993,2565,1867,3022,2548,2778,425,1832,990,665,1764,116,53,46,184
hotlake_ucc_80994,7045,5544,6464,6467,7175,589,893,1757,976,721,183,105,94,234
hotlake_ucc_80995,5034,4337,4956,4299,4525,447,651,1533,736,482,114,61,65,138
hotlake_ucc_80996,25326,16905,21606,18139,21926,2387,38,7227,7469,23,7,4,2,10
hotlake_ucc_80998,11133,7954,10336,8006,10723,1243,32,4443,4424,13,5,5,3,1
hotlake_ucc_81000,483,328,428,279,349,31,36,114,75,28,3,1,1,6
hotlake_ucc_81001,18732,13799,17279,11841,15728,1528,86,4705,3402,17,12,2,3,6
hotlake_ucc_81002,11899,8958,11511,9384,11216,923,80,2434,1971,57,4,4,1,9
hotlake_ucc_81004,10738,7443,10406,7604,9426,853,102,2581,1749,40,3,3,4,9
hotlake_ucc_81005,11663,8740,8874,10240,10412,1132,5511,3597,2709,6267,551,443,371,611
hotlake_ucc_81006,204,145,167,177,234,10,52,51,25,29,125,78,50,144
hotlake_ucc_81007,939,733,759,719,706,137,332,344,237,292,63,36,47,54
hotlake_ucc_81008,289,174,297,209,235,46,130,80,52,88,10,6,6,5
hotlake_ucc_81009,1377,1215,1299,1300,1225,185,440,471,355,415,61,58,48,139
hotlake_ucc_81010,633,469,559,486,578,65,359,179,149,211,16,11,10,49
hotlake_ucc_81012,546,371,466,309,434,33,86,72,76,76,5,0,2,12
hotlake_ucc_81013,751,589,730,546,720,108,585,268,165,400,59,19,20,57
hotlake_ucc_81014,2335,1747,2060,1760,2157,277,1458,743,458,1345,109,62,72,150
hotlake_ucc_81015,137,108,106,143,115,8,70,51,35,35,7,6,2,11
hotlake_ucc_81016,292,232,322,301,329,78,184,169,110,143,15,10,17,37
hotlake_ucc_81017,70,54,75,68,84,11,42,39,21,46,0,0,1,5
hotlake_ucc_81018,200,117,161,125,172,27,105,48,35,105,10,2,2,11
hotlake_ucc_81019,62,43,85,73,86,10,31,34,17,33,27,30,12,2
hotlake_ucc_81021,90,50,77,64,63,7,30,33,16,15,31,10,8,7
hotlake_ucc_81022,178,176,201,156,233,18,41,26,20,39,21,10,12,22
hotlake_ucc_81023,199,132,187,126,160,13,94,85,74,107,43,21,16,32
hotlake_ucc_81024,1204,941,1225,1001,1134,106,320,282,181,250,24,10,13,38
hotlake_ucc_81026,2700,2232,2479,2153,2220,1236,1402,3537,1427,1120,67,24,27,223
hotlake_ucc_81027,755,614,707,591,581,226,450,697,352,291,21,16,8,56
hotlake_ucc_81028,628,432,517,506,534,52,349,155,108,309,24,13,6,24
hotlake_ucc_81029,1148,781,1019,857,872,113,646,317,253,610,35,22,24,52
hotlake_ucc_81030,235,161,207,186,204,10,104,50,31,81,11,2,2,11
hotlake_ucc_81031,260,162,216,154,164,42,167,99,44,156,10,5,3,5
hotlake_ucc_81032,795,530,627,568,602,102,437,201,172,382,28,6,9,25
hotlake_ucc_81033,1278,938,1113,922,1020,145,758,349,241,632,18,9,1,43
hotlake_ucc_81034,865,608,787,580,649,104,616,245,195,451,18,14,10,36
hotlake_ucc_81035,1809,1350,1641,1248,1340,234,1680,604,526,1452,36,47,26,95
hotlake_ucc_81037,1855,1415,1821,1444,1690,273,1538,747,519,1183,58,37,25,129
hotlake_ucc_81038,568,373,560,399,441,81,343,190,120,292,24,16,9,44
hotlake_ucc_81039,312,193,248,214,259,30,209,101,78,162,12,2,3,17
hotlake_ucc_81040,251,176,183,166,196,35,204,105,74,132,5,4,1,12
hotlake_ucc_81041,331,227,270,215,270,41,278,101,92,149,12,3,1,10
hotlake_ucc_81042,380,289,301,319,257,40,132,97,77,116,12,9,5,12
hotlake_ucc_81043,855,527,684,650,733,114,419,199,129,247,26,13,29,34
hotlake_ucc_81044,650,546,655,547,639,47,242,119,96,181,13,9,2,18
hotlake_ucc_81045,1218,1054,1201,1022,1250,179,881,439,289,506,55,27,18,86
hotlake_ucc_81046,689,613,702,585,618,91,542,286,165,533,19,9,14,50
hotlake_ucc_81047,1397,1013,1272,1080,1254,150,788,373,270,691,34,28,22,61
hotlake_ucc_81048,1169,918,1098,986,1138,113,706,382,230,596,37,31,27,65
hotlake_ucc_81049,179,141,174,182,178,30,107,72,45,109,10,4,8,14
hotlake_ucc_81050,5412,2678,3591,4529,2618,203,116,899,196,89,7,8,1,83
hotlake_ucc_81051,861,623,957,632,1003,132,415,378,367,413,42,18,19,71
hotlake_ucc_81052,3847,3167,3754,2928,3699,322,476,843,688,368,67,35,28,120
hotlake_ucc_81053,3115,2519,3014,2101,3219,387,76,1024,735,39,5,4,2,2
hotlake_ucc_81054,3344,2426,2850,2539,2550,159,324,490,271,210,48,25,30,85
hotlake_ucc_81056,398,309,355,294,420,35,157,107,129,114,8,5,9,20
hotlake_ucc_81058,305,231,275,235,230,26,92,55,40,70,10,4,3,12
hotlake_ucc_81059,113,84,84,63,84,6,45,23,23,46,4,2,2,13
hotlake_ucc_81060,86,70,110,79,117,16,36,35,15,23,4,4,1,11
hotlake_ucc_81061,327,216,306,238,272,44,78,119,70,62,13,6,12,20
hotlake_ucc_81062,262,213,239,222,208,24,86,73,58,59,7,7,4,21
hotlake_ucc_81064,201,142,194,153,142,13,100,73,43,75,6,2,2,13
hotlake_ucc_81065,296,234,298,211,289,45,136,106,99,106,4,1,3,23
hotlake_ucc_81066,8155,6338,7971,7552,7255,782,2245,2315,1324,1801,207,104,119,459
hotlake_ucc_81067,223,137,188,141,190,30,157,76,77,179,6,9,8,19
hotlake_ucc_81068,3036,2262,2522,2863,3108,435,1822,1091,626,1263,125,86,85,472
hotlake_ucc_81069,93,63,70,39,64,11,41,20,22,30,13,3,5,27
hotlake_ucc_81070,1982,1774,1976,1829,2062,335,899,671,431,586,19,18,17,37
hotlake_ucc_81071,7724,6162,7179,6764,7216,1263,3928,2790,2156,3128,163,86,91,320
hotlake_ucc_81072,188,157,188,122,223,19,81,56,27,49,35,23,24,22
hotlake_ucc_81073,2261,1799,1999,1760,1934,377,804,871,530,648,35,21,36,49
hotlake_ucc_81074,2890,2516,2990,2207,2652,378,891,841,580,698,54,29,30,71
hotlake_ucc_81075,2463,1809,2257,1791,2176,236,718,715,448,566,50,20,20,63
hotlake_ucc_81076,4804,3901,4358,4102,4546,682,1705,1579,1220,1518,91,61,59,143
hotlake_ucc_81077,11405,9460,10659,8905,10756,1170,2825,3104,2113,2256,191,102,96,275
hotlake_ucc_81078,1155,810,1090,852,952,77,254,298,217,180,18,12,11,18
hotlake_ucc_81079,2863,2150,2522,2221,2590,319,973,762,584,778,50,18,21,72
hotlake_ucc_81080,922,721,790,608,691,57,286,146,97,251,12,13,7,23
hotlake_ucc_81081,6711,4833,7438,7410,7675,680,7955,2586,1652,7386,278,208,112,768
hotlake_ucc_81082,4661,4525,5065,5314,5297,687,7445,2126,1275,6193,176,137,76,450
hotlake_ucc_81083,3091,2343,2890,2356,2532,322,940,720,530,729,64,34,29,101
hotlake_ucc_81084,2874,2298,2688,2085,2346,306,963,761,594,702,56,29,27,106
hotlake_ucc_81086,4960,3641,4723,4244,4145,734,4271,2027,1515,4491,164,79,89,339
hotlake_ucc_81088,1917,1731,2040,1812,2145,190,753,614,359,754,51,24,27,96
hotlake_ucc_81089,791,597,640,765,681,113,314,343,209,232,7,4,10,42
hotlake_ucc_81090,3138,2700,2708,3035,3018,476,1060,1095,776,733,61,39,40,296
hotlake_ucc_81091,237,202,241,227,211,14,58,55,53,37,8,5,2,22
hotlake_ucc_81092,104,126,156,104,140,10,19,30,34,16,7,2,1,23
hotlake_ucc_81093,784,638,664,656,909,139,339,202,124,200,29,24,17,67
hotlake_ucc_81094,9518,7213,8834,6654,7664,446,699,1511,941,636,63,31,25,122
hotlake_ucc_81095,15326,12253,14673,11015,14935,1051,1139,2863,1955,965,127,82,96,193
hotlake_ucc_81096,10287,7543,9071,7003,8552,766,625,2049,1282,498,67,37,33,101
hotlake_ucc_81097,538,482,563,424,452,29,135,109,84,104,18,7,9,21
hotlake_ucc_81099,5957,4074,5009,4618,4606,466,836,1117,880,629,199,108,83,190
hotlake_ucc_81100,1141,1076,1120,1031,943,190,550,368,261,442,298,217,127,304
hotlake_ucc_81101,455,328,407,291,399,69,278,212,147,193,178,102,100,124
hotlake_ucc_81102,232,169,191,184,252,44,75,81,44,61,18,3,6,21
hotlake_ucc_81103,3420,2766,3036,2769,3139,412,1247,1018,657,929,90,67,65,171
hotlake_ucc_81104,1723,1260,1561,1416,1401,115,667,437,274,581,64,35,37,81
hotlake_ucc_81105,454,333,403,315,403,69,1611,152,101,1428,33,32,15,107
hotlake_ucc_81106,40,11,32,21,16,3,46,11,11,43,0,1,1,7
hotlake_ucc_81107,128,75,104,80,129,23,149,62,55,141,6,1,0,8
hotlake_ucc_81108,2399,1737,2163,1992,2146,270,903,660,451,792,94,40,30,160
hotlake_ucc_81109,538,383,445,374,365,69,320,211,125,233,14,15,15,31
hotlake_ucc_81110,623,481,574,438,523,69,340,217,137,303,37,14,17,54
hotlake_ucc_81111,105,83,105,90,71,9,65,33,27,59,3,2,2,8
hotlake_ucc_81112,450,366,504,347,451,117,449,209,147,380,27,10,8,40
hotlake_ucc_81113,180,147,222,112,177,41,174,96,47,154,12,4,4,25
hotlake_ucc_81114,1238,914,1329,851,1046,95,380,316,249,364,59,34,43,61
hotlake_ucc_81115,8258,6725,7951,6242,8703,1963,920,6868,5649,490,93,60,81,122
hotlake_ucc_81116,9686,7693,10132,6662,10029,2278,982,6716,4981,506,88,65,61,114
hotlake_ucc_81117,607,504,531,523,517,74,215,127,71,179,25,12,8,44
hotlake_ucc_81118,1466,1211,1335,1210,1343,163,452,382,284,282,21,4,8,46
hotlake_ucc_81119,1181,861,1100,868,1086,114,506,372,226,351,39,33,31,58
hotlake_ucc_81120,384,344,314,261,325,62,193,139,95,147,30,14,8,30
hotlake_ucc_81121,897,676,764,704,813,83,291,207,129,211,28,12,17,42
hotlake_ucc_81122,2320,1885,2032,1819,2042,214,755,573,359,570,67,25,25,108
hotlake_ucc_81124,720,528,598,624,558,127,399,297,185,326,36,30,14,51
hotlake_ucc_81125,816,555,734,631,682,129,442,238,184,389,20,15,9,53
hotlake_ucc_81126,2582,1407,1480,2049,1403,785,621,2134,554,411,11,6,5,252
hotlake_ucc_81127,4090,3057,3215,2573,2962,259,761,1055,545,729,215,122,154,270
hotlake_ucc_81128,7048,5327,5657,4923,5189,317,1343,1755,1068,1495,729,430,388,795
hotlake_ucc_81129,267,234,229,184,221,15,54,41,27,37,7,5,2,7
hotlake_ucc_81130,380,276,308,288,323,8,69,50,39,77,33,9,12,28
hotlake_ucc_81131,323,268,288,301,296,29,75,53,27,60,12,9,23,35
hotlake_ucc_81132,497,400,475,407,444,50,125,86,52,63,90,51,31,654
hotlake_ucc_81133,328,232,301,222,273,18,24,36,29,35,23,9,3,18
hotlake_ucc_81134,897,767,601,621,677,23,34,53,28,44,37,21,16,90
hotlake_ucc_81135,357,267,265,300,336,17,53,45,37,28,47,20,18,63
hotlake_ucc_81137,318,272,225,258,264,6,39,49,36,41,27,12,14,43
hotlake_ucc_81138,914,580,786,685,1103,98,200,344,185,200,27,14,12,40
hotlake_ucc_81139,991,788,1007,713,974,149,179,337,197,137,31,14,16,55
hotlake_ucc_81140,1148,785,1003,885,927,111,504,350,332,464,56,28,37,72
hotlake_ucc_81142,1112,806,984,886,975,89,422,247,194,422,23,15,10,45
hotlake_ucc_81143,56620,51725,56532,52297,45890,2840,28054,9015,4918,25454,1143,693,468,3531
hotlake_ucc_81144,286,220,263,186,251,21,126,106,59,113,12,7,5,22
hotlake_ucc_81145,3500,2723,3422,2714,2855,433,2094,1288,1076,1648,211,116,112,273
hotlake_ucc_81146,1395,1069,1303,1123,1153,180,756,379,315,722,32,8,10,47
hotlake_ucc_81147,592,424,573,509,537,64,399,202,147,393,13,17,3,23
hotlake_ucc_81148,226,157,169,142,207,17,168,71,49,83,2,2,2,7
hotlake_ucc_81149,42,30,29,24,41,7,40,13,9,28,4,2,2,6
hotlake_ucc_81150,809,674,831,680,730,79,670,267,165,525,21,10,6,45
hotlake_ucc_81151,3917,2733,4005,3110,3983,465,978,1403,1078,896,68,29,26,77
hotlake_ucc_81152,3253,2610,3183,2711,2914,288,459,1018,486,321,97,69,43,145
hotlake_ucc_81153,3045,2519,2937,2671,3180,303,643,811,395,460,82,47,58,158
hotlake_ucc_81154,1410,972,1288,1066,1035,102,411,357,245,466,87,53,57,103
hotlake_ucc_81155,7646,6120,6210,5902,7234,662,645,2419,2173,467,26,24,15,44
hotlake_ucc_81156,9658,6889,8966,7264,8989,1296,885,3398,3402,767,46,28,13,97
hotlake_ucc_81157,10643,7910,10535,7872,10895,1900,1273,5119,3703,929,71,31,36,96
hotlake_ucc_81158,10543,7154,9390,6823,9054,1572,1013,4083,3101,663,51,32,31,93
hotlake_ucc_81159,135060,94191,128593,92026,125185,25241,5035,75445,65899,2222,161,132,112,318
hotlake_ucc_81161,614,441,532,485,602,79,332,240,238,243,14,9,5,20
hotlake_ucc_81162,425,370,439,383,519,49,142,147,95,143,22,8,6,28
hotlake_ucc_81163,277,183,250,254,225,12,101,63,33,75,30,12,4,23
hotlake_ucc_81164,175,126,128,103,115,11,43,39,16,45,14,8,8,10
hotlake_ucc_81165,182,135,169,114,144,8,64,40,18,39,2,2,6,7
hotlake_ucc_81166,255,205,206,221,239,28,67,69,37,70,9,8,9,22
hotlake_ucc_81167,152,126,157,144,152,8,45,24,18,38,7,1,5,13
hotlake_ucc_81169,675,491,675,466,664,38,69,213,125,76,11,2,3,18
hotlake_ucc_81170,1144,869,1109,835,1089,137,129,300,301,82,28,16,20,47
hotlake_ucc_81171,1159,773,984,774,915,85,223,229,194,187,57,25,22,48
hotlake_ucc_81172,394,296,298,281,336,72,76,100,55,79,11,4,3,24
hotlake_ucc_81173,41,32,33,40,24,1,7,9,4,8,0,1,1,1
hotlake_ucc_81174,366,312,384,275,367,31,54,96,62,58,9,4,3,7
hotlake_ucc_81175,486,308,438,423,351,54,43,391,81,38,21,7,10,291
hotlake_ucc_81177,2770,1812,2342,2698,1958,610,360,2504,627,232,73,23,38,1226
hotlake_ucc_81178,1542,1243,1362,1061,1342,178,631,413,312,586,51,25,26,68
hotlake_ucc_81179,6190,4786,5745,5030,5483,773,1674,1729,1119,1394,164,76,71,274
hotlake_ucc_81180,2269,1833,2028,1721,2008,329,553,706,459,437,66,47,37,102
hotlake_ucc_81181,1251,953,1108,871,1270,143,747,354,240,654,18,14,14,90
hotlake_ucc_81182,678,494,545,494,578,108,352,294,216,232,27,20,10,43
hotlake_ucc_81183,22646,20643,20859,21493,20463,2479,15527,8235,4817,11608,52,24,32,191
hotlake_ucc_81185,282,216,316,223,239,40,183,95,56,144,14,2,14,10
hotlake_ucc_81186,197,145,183,150,163,27,77,37,32,82,11,7,4,13
hotlake_ucc_81188,308,296,331,240,262,29,157,77,54,91,7,5,1,10
hotlake_ucc_81189,422,247,347,303,309,40,164,88,71,171,7,7,2,6
hotlake_ucc_81190,314,277,334,283,355,61,278,151,113,247,8,9,6,24
hotlake_ucc_81191,1378,923,1075,863,1118,269,1107,984,743,988,81,72,108,174
hotlake_ucc_81193,159,116,127,93,114,6,46,58,42,40,14,4,9,17
hotlake_ucc_81195,87,64,95,80,85,15,69,58,40,64,5,5,0,16
hotlake_ucc_81196,167,144,180,125,145,11,81,54,31,88,3,1,1,17
hotlake_ucc_81197,827,568,815,553,676,91,180,272,129,128,8,4,6,22
hotlake_ucc_81198,1334,966,1225,1106,1166,118,227,309,238,176,25,10,10,34
hotlake_ucc_81199,1124,874,1063,986,1232,126,472,253,203,399,40,21,26,60
hotlake_ucc_81200,1437,1306,1371,1247,1340,149,505,334,236,403,43,18,23,90
hotlake_ucc_81201,917,660,865,610,663,74,371,249,156,318,38,18,21,97
hotlake_ucc_81202,431,285,351,261,351,38,215,129,89,180,23,19,9,73
hotlake_ucc_81203,347,258,349,211,284,55,212,90,71,197,18,10,11,28
hotlake_ucc_81204,479,421,519,377,439,65,230,122,74,190,24,9,14,37
hotlake_ucc_81205,1723,1470,1473,1647,1745,188,770,473,245,654,46,53,45,99
hotlake_ucc_81206,1319,1076,1234,1204,1204,68,517,282,202,550,47,32,30,62
hotlake_ucc_81207,1136,962,1050,1103,1192,80,544,301,240,494,34,19,18,61
hotlake_ucc_81208,2375,1785,2118,2183,2339,274,1138,620,492,963,87,64,58,186
hotlake_ucc_81209,1463,1249,1401,1340,1440,143,743,411,237,585,41,25,20,84
hotlake_ucc_81210,2127,1600,1955,1794,2022,210,1125,600,467,953,58,27,17,85
hotlake_ucc_81211,3256,2766,3107,3036,3257,412,490,1233,635,377,63,33,30,76
hotlake_ucc_81212,10750,9428,9693,10126,11054,1677,2114,4244,2452,1622,830,561,575,639
hotlake_ucc_81213,2126,1610,1815,1730,1795,190,466,558,282,441,121,61,75,139
hotlake_ucc_81214,647,457,485,346,370,75,228,244,159,205,27,25,19,47
hotlake_ucc_81215,1208,877,1143,960,992,89,429,355,232,382,36,17,17,57
hotlake_ucc_81216,853,605,784,631,650,115,276,217,145,241,19,9,8,31
hotlake_ucc_81217,404,314,359,259,383,28,261,145,109,269,12,12,1,20
hotlake_ucc_81218,2449,1948,2897,2062,2202,623,1536,1660,1324,876,57,22,21,120
hotlake_ucc_81219,587,404,562,482,471,68,261,143,101,281,15,12,7,28
hotlake_ucc_81220,223,109,162,142,174,18,72,50,40,94,3,3,1,6
hotlake_ucc_81221,242,175,205,143,187,16,91,50,24,74,14,9,10,21
hotlake_ucc_81222,174,117,185,116,146,10,28,24,14,20,14,3,8,19
hotlake_ucc_81223,650,476,658,387,470,20,102,52,41,77,46,29,23,62
hotlake_ucc_81224,523,395,506,392,529,42,148,99,103,108,7,4,9,20
hotlake_ucc_81225,1289,939,1135,917,1061,71,442,261,160,353,28,7,9,35
hotlake_ucc_81226,617,451,509,389,476,63,374,215,128,272,17,6,5,22
hotlake_ucc_81227,377,267,301,246,251,29,167,82,71,123,9,7,5,29
hotlake_ucc_81228,316,239,289,240,313,51,256,138,106,108,9,5,2,22
hotlake_ucc_81229,419,303,311,316,340,32,166,87,66,131,7,6,8,21
hotlake_ucc_81230,4187,3059,3886,3733,3764,507,1101,1312,783,887,61,55,26,121
hotlake_ucc_81232,1797,1441,1756,1563,1727,161,718,566,403,602,74,38,43,121
hotlake_ucc_81233,1219,801,1169,921,927,82,296,265,160,203,20,12,13,19
hotlake_ucc_81235,973,643,830,966,977,124,131,231,184,104,14,8,12,28
hotlake_ucc_81236,1918,1446,1925,1558,1799,197,255,394,272,190,25,16,17,44
hotlake_ucc_81237,2246,1746,2106,1789,2080,116,197,426,204,172,32,17,14,33
hotlake_ucc_81238,11386,6990,8689,8880,8171,472,1110,1780,992,787,151,66,72,164
hotlake_ucc_81239,245,165,225,147,215,15,129,71,41,120,7,0,3,9
hotlake_ucc_81241,316,324,328,339,354,29,226,112,76,170,11,2,3,7
hotlake_ucc_81243,299,281,324,384,362,66,238,133,97,169,5,4,2,10
hotlake_ucc_81244,1505,1219,1687,2234,2377,207,833,443,519,796,26,17,16,36
hotlake_ucc_81245,2526,2094,2535,2484,2882,230,939,749,602,860,48,34,15,88
hotlake_ucc_81246,172,142,182,178,226,7,103,31,39,123,1,1,2,0
hotlake_ucc_81247,136,138,129,118,190,9,105,36,38,75,8,2,5,21
hotlake_ucc_81248,226,274,266,262,286,16,81,44,42,57,2,1,3,12
hotlake_ucc_81249,63,48,55,80,95,1,18,5,2,11,0,0,1,1
hotlake_ucc_81250,11,23,20,15,22,0,4,1,1,4,0,0,0,0
hotlake_ucc_81252,28,61,40,50,74,7,12,4,1,15,2,1,3,3
hotlake_ucc_81253,115,117,100,124,164,14,63,28,11,55,19,10,8,47
hotlake_ucc_81254,36,43,51,47,61,7,37,18,24,32,43,15,15,131
hotlake_ucc_81255,26,39,37,37,54,0,11,1,6,6,0,0,1,0
hotlake_ucc_81256,22,26,32,41,66,0,7,2,5,8,0,0,1,4
