Locus_Tag,T6_HL58G,T7_HL58G,T8_HL58G,T9_HL58G,T10_HL58G,T11_HL58G,T12_HL58G,T13_HL58G,T14_HL58G,T15_HL58G,T21_HL58X,T22_HL58X,T23_HL58X,T24_HL58X
hotlake_ucc_84004,1326,948,1318,1058,1260,226,753,567,415,506,48,34,38,90
hotlake_ucc_84005,605,559,699,483,544,130,267,232,147,147,9,6,5,12
hotlake_ucc_84006,3815,2854,3394,3232,3474,232,572,741,425,410,72,31,45,98
hotlake_ucc_84007,1832,1319,1498,1612,1656,232,2060,620,460,1767,45,55,41,120
hotlake_ucc_84008,28153,21578,24604,22365,25931,2899,4151,6828,3998,3579,730,436,472,1183
hotlake_ucc_84009,16306,13605,16010,16383,15429,874,1739,2624,1384,1331,340,205,143,529
hotlake_ucc_84010,7480,4622,6082,5576,5400,368,1158,1363,1040,1083,202,92,77,299
hotlake_ucc_84011,503,411,508,418,452,52,260,116,71,185,10,4,9,14
hotlake_ucc_84012,494,376,533,321,445,34,165,80,57,133,5,0,3,12
hotlake_ucc_84013,1428,1066,1293,997,1261,142,794,469,264,567,82,39,38,200
hotlake_ucc_84014,703,582,555,457,586,109,370,313,177,299,17,10,10,47
hotlake_ucc_84015,2068,1483,1834,1355,1751,290,1196,604,413,895,71,29,39,140
hotlake_ucc_84016,916,646,837,507,772,111,493,228,165,268,20,16,11,53
hotlake_ucc_84017,1117,836,1054,755,1035,131,453,244,180,343,16,26,15,39
hotlake_ucc_84018,620,536,635,425,561,123,353,270,152,255,17,13,11,43
hotlake_ucc_84019,8147,5994,7474,7736,7456,651,1641,1636,971,1291,105,49,41,144
hotlake_ucc_84020,7717,6313,6846,6101,7138,742,1665,1916,1146,1187,41,15,32,112
hotlake_ucc_84021,198,163,175,116,160,10,85,41,18,48,9,5,3,12
hotlake_ucc_84022,1464,1112,1267,1279,1291,103,516,237,169,439,24,23,19,75
hotlake_ucc_84023,2064,1702,2016,1667,2023,234,954,690,466,720,64,20,33,154
hotlake_ucc_84024,827,631,746,619,817,108,275,182,170,205,8,6,9,36
hotlake_ucc_84025,1028,783,933,797,945,145,563,395,279,365,57,57,37,113
hotlake_ucc_84026,1598,1207,1426,1214,1325,202,734,460,308,567,35,10,27,68
hotlake_ucc_84027,2035,1464,1813,1410,1747,217,1101,587,392,889,52,18,17,95
hotlake_ucc_84028,2596,1865,2212,1975,2074,212,1224,537,372,843,53,29,24,112
hotlake_ucc_84029,1050,810,1042,756,883,131,577,406,267,383,22,11,22,62
hotlake_ucc_84031,213,167,207,131,231,9,64,41,24,73,9,3,6,8
hotlake_ucc_84032,2804,1864,2641,2248,2281,483,694,1072,644,442,44,26,27,62
hotlake_ucc_84033,424,356,394,350,409,55,202,102,62,193,26,3,5,35
hotlake_ucc_84034,182,154,201,166,171,26,75,66,43,64,26,18,13,32
hotlake_ucc_84036,638,568,668,528,618,39,150,119,86,179,13,1,3,12
hotlake_ucc_84037,11271,7782,10039,8819,9769,2027,6696,6439,2834,6037,171,113,91,901
hotlake_ucc_84038,7612,4556,6091,5766,5580,1146,3062,3513,1778,2852,131,79,70,586
hotlake_ucc_84039,3401,2480,3312,4408,3993,405,1386,1575,832,1309,39,37,28,240
hotlake_ucc_84040,13718,9575,12357,11555,11735,1860,5828,5750,2690,4879,172,75,93,707
hotlake_ucc_84041,10036,6369,8511,9271,8240,1572,4107,4911,2332,3399,108,46,58,357
hotlake_ucc_84042,4648,3314,3610,3450,3523,677,1585,2071,909,1025,67,36,25,193
hotlake_ucc_84043,4664,3783,4307,3544,3688,926,2395,2259,1202,1681,52,45,36,223
hotlake_ucc_84044,609,471,629,478,501,89,297,276,177,251,22,10,9,25
hotlake_ucc_84045,688,476,510,451,508,129,514,402,209,295,12,4,7,30
hotlake_ucc_84046,1176,783,1073,737,1074,135,553,271,240,489,71,14,26,92
hotlake_ucc_84047,2131,1836,1956,2073,2317,152,522,394,304,501,25,11,4,44
hotlake_ucc_84048,1044,877,1043,1060,1203,71,296,219,140,213,42,15,5,41
hotlake_ucc_84049,1233,925,1276,1071,1205,154,732,472,361,641,59,32,23,95
hotlake_ucc_84050,919,683,819,682,834,83,127,162,123,96,28,20,13,53
hotlake_ucc_84052,387,335,437,374,436,21,80,64,37,59,27,15,24,23
hotlake_ucc_84053,242,203,267,206,301,13,30,31,22,27,37,16,13,26
hotlake_ucc_84054,154,132,179,100,177,6,24,6,19,21,45,26,15,39
hotlake_ucc_84055,1443,1015,1478,1131,1375,154,621,443,280,547,47,41,20,113
hotlake_ucc_84056,590,489,626,475,547,91,251,332,129,210,25,16,15,98
hotlake_ucc_84057,373,280,310,283,283,85,159,223,106,144,16,9,7,28
hotlake_ucc_84058,666,352,428,480,427,134,286,575,145,171,9,1,1,202
hotlake_ucc_84059,262,184,250,135,198,34,201,99,63,158,11,3,3,40
hotlake_ucc_84060,2755,1917,1995,2070,2421,78,105,138,160,53,13,6,14,33
hotlake_ucc_84061,1371,965,1006,1064,1118,38,132,131,110,77,12,2,6,23
hotlake_ucc_84062,34,31,30,21,23,0,20,6,10,8,13,11,8,8
hotlake_ucc_84063,39,33,34,19,30,3,11,14,9,19,4,5,5,9
hotlake_ucc_84064,78,62,80,55,54,13,42,24,14,22,10,6,2,13
hotlake_ucc_84065,46,36,54,29,43,6,38,25,16,14,4,1,4,11
hotlake_ucc_84066,2375,1516,1587,1721,1534,60,60,111,88,40,11,2,3,40
hotlake_ucc_84067,5522,3493,4411,4195,4455,115,125,209,186,96,18,9,18,70
hotlake_ucc_84068,12251,8042,8669,9219,9861,186,164,294,420,162,26,20,19,114
hotlake_ucc_84070,1529,1061,1274,1126,1150,107,224,230,192,174,23,20,8,43
hotlake_ucc_84072,1255,946,1155,1012,1090,144,247,252,161,246,32,19,9,64
hotlake_ucc_84073,440,334,423,435,485,171,467,534,322,345,10,7,5,37
hotlake_ucc_84075,98,65,88,74,69,11,21,23,8,11,20,9,12,21
hotlake_ucc_84076,26,24,24,45,25,0,4,8,3,6,5,13,2,14
hotlake_ucc_84077,76,67,83,47,59,4,23,15,13,15,9,14,10,40
hotlake_ucc_84078,363,296,341,340,311,28,136,67,43,111,21,9,3,17
hotlake_ucc_84079,156,95,110,126,130,26,39,45,26,55,8,1,6,11
hotlake_ucc_84080,1166,864,1116,1047,1236,237,547,434,348,534,376,212,234,218
hotlake_ucc_84082,392,298,460,420,463,77,192,134,94,231,53,41,34,52
hotlake_ucc_84083,388,246,341,287,313,82,130,139,92,117,470,423,230,55
hotlake_ucc_84084,431,353,485,433,445,115,264,254,148,203,55,18,30,41
hotlake_ucc_84085,314,274,332,255,338,72,197,194,128,138,691,617,548,146
hotlake_ucc_84086,1146,930,1173,1305,1343,268,459,498,346,399,184,124,116,182
hotlake_ucc_84087,422,333,409,344,335,73,164,193,114,124,18,13,16,43
hotlake_ucc_84088,732,519,718,543,600,49,216,161,105,212,43,21,21,71
hotlake_ucc_84089,6093,4766,5891,5395,5714,1157,4339,2890,2222,3509,140,91,68,246
hotlake_ucc_84090,1062,811,998,728,925,97,322,242,147,281,80,46,27,157
hotlake_ucc_84091,848,704,777,845,914,66,156,118,92,99,30,21,27,44
hotlake_ucc_84093,111,63,73,83,67,6,81,40,25,62,1132,943,761,332
hotlake_ucc_84095,256,237,264,179,234,15,129,54,41,86,3,5,2,7
hotlake_ucc_84096,190,117,125,134,173,11,43,42,32,36,40,14,13,25
hotlake_ucc_84097,1515,1442,1903,1492,1899,303,2304,655,427,1731,11,5,8,31
hotlake_ucc_84098,2500,1984,2838,2025,2521,341,4892,1337,617,4354,56,31,36,70
hotlake_ucc_84099,8506,6640,9777,8159,10213,864,11155,2615,1357,8852,57,65,41,140
hotlake_ucc_84100,11129,8800,11660,8760,12366,1222,8787,3690,2382,7492,56,40,22,102
hotlake_ucc_84101,1797,1381,2061,1524,1654,220,2771,693,346,2346,8,9,13,26
hotlake_ucc_84102,778,671,878,721,981,117,1564,344,178,1277,8,0,2,13
hotlake_ucc_84103,3698,2814,3666,3287,3384,543,11506,1700,825,9468,42,25,34,83
hotlake_ucc_84104,1568,1099,1719,1477,1544,200,3639,584,293,2416,28,17,11,68
hotlake_ucc_84105,17303,11407,12424,12374,13330,216,692,376,478,587,26,26,25,184
hotlake_ucc_84107,1994,1459,2199,1406,1614,20,36,47,56,34,6,5,1,14
hotlake_ucc_84108,4736,3680,4650,4296,4251,608,3675,1537,1286,3713,204,139,110,450
hotlake_ucc_84109,29648,22219,28868,32981,29358,3935,30778,8874,8012,27493,716,444,302,1190
hotlake_ucc_84110,7329,5974,6878,6435,7118,1018,4176,3310,2194,3518,340,211,178,580
hotlake_ucc_84111,19438,15765,18669,16272,18484,1983,7810,4885,3616,6015,725,435,355,1276
hotlake_ucc_84112,3192,2317,3186,2805,3045,309,1430,1093,773,1302,152,87,75,229
hotlake_ucc_84113,7632,6040,7356,6704,7582,1483,7319,2986,2775,7537,259,181,154,600
hotlake_ucc_84114,31872,42499,39504,26489,29974,5953,11576,8663,9756,8125,704,698,420,1972
hotlake_ucc_84115,129632,197113,154358,88532,90955,49242,49189,53943,33444,19895,4263,4524,4400,11221
hotlake_ucc_84116,5798,4841,5492,2607,2432,15924,12872,12789,11679,7429,18537,26861,17680,27424
hotlake_ucc_84117,101958,107632,98851,87445,68658,29106,56868,43715,30647,35045,63964,58693,51876,98563
hotlake_ucc_84118,663,545,551,546,605,116,532,224,210,458,32,30,15,59
hotlake_ucc_84119,6268,4772,5520,4709,5643,750,4016,1581,1252,3128,256,142,170,335
hotlake_ucc_84120,2430,1998,2289,2172,2152,275,1198,676,545,1122,84,51,40,147
hotlake_ucc_84121,4169,2983,3814,3408,3760,529,2088,1296,906,1849,108,71,57,233
hotlake_ucc_84122,1494,1123,1414,1354,1569,149,762,476,302,663,23,28,29,83
hotlake_ucc_84123,1639,1208,1443,1272,1377,161,637,371,298,533,37,21,17,94
hotlake_ucc_84124,209,194,232,184,193,15,118,66,57,92,8,8,5,20
hotlake_ucc_84125,1258,910,1150,1148,1148,117,499,358,284,416,39,28,48,71
hotlake_ucc_84126,391,312,365,314,329,58,211,126,96,147,16,5,6,32
hotlake_ucc_84127,2202,1614,1945,1561,1860,189,546,392,318,433,28,8,8,28
hotlake_ucc_84129,117557,95678,122420,85130,119168,5248,20046,10520,9888,17627,1211,1147,819,931
hotlake_ucc_84130,806,646,736,614,835,73,455,157,149,382,34,20,22,30
hotlake_ucc_84131,606,418,531,441,486,70,360,189,156,314,12,7,7,67
hotlake_ucc_84132,4679,3796,4844,4089,4854,1023,6126,1689,1665,5487,264,149,154,856
hotlake_ucc_84133,4264,2652,4058,3216,3007,347,854,901,584,965,225,137,113,308
hotlake_ucc_84134,5261,4276,5295,4713,4236,586,1400,1314,1097,1182,142,72,69,2562
hotlake_ucc_84135,3638,2865,3325,2825,3248,356,835,934,528,560,146,65,103,174
hotlake_ucc_84136,1009,707,823,738,780,101,551,329,261,389,13,11,2,36
hotlake_ucc_84137,1896,1416,1831,1436,1618,328,1181,767,605,1025,34,24,14,82
hotlake_ucc_84138,763,578,772,617,703,107,343,296,203,318,13,11,7,40
hotlake_ucc_84139,1904,1387,1680,1433,1790,397,1204,761,670,897,52,37,21,78
hotlake_ucc_84140,34865,35114,38078,46458,40762,6102,24498,12542,10757,21490,668,405,318,1217
hotlake_ucc_84141,7008,6643,7903,7426,8720,1678,4707,3470,3019,3641,166,70,58,304
hotlake_ucc_84142,4875,5005,6386,6021,6963,1490,4331,3814,2507,3092,63,32,28,199
hotlake_ucc_84143,1894,1771,2092,1924,1821,440,2386,890,632,2166,60,35,35,222
hotlake_ucc_84144,2176,1691,2299,1661,1799,306,1736,757,508,1381,63,45,42,220
hotlake_ucc_84145,4356,3528,4351,4325,4258,634,5107,1601,1088,5066,151,69,79,379
hotlake_ucc_84146,341,215,333,283,353,44,92,89,47,79,7,3,6,31
hotlake_ucc_84147,1369,1054,1252,1216,1166,128,616,362,269,524,57,32,31,85
hotlake_ucc_84148,758,545,651,656,655,86,328,187,173,327,29,16,11,31
hotlake_ucc_84149,534,414,453,373,346,54,202,93,90,172,28,16,5,40
hotlake_ucc_84150,4990,3561,4424,3928,4540,772,7234,1828,1638,5968,188,142,113,426
hotlake_ucc_84151,903,698,827,735,776,157,1280,354,356,1332,32,29,30,59
hotlake_ucc_84152,676,494,634,439,565,73,265,171,149,245,19,11,17,49
hotlake_ucc_84153,264,205,288,241,299,44,94,53,67,69,12,6,10,17
hotlake_ucc_84154,2164,1696,2023,2113,2220,258,1024,735,591,858,38,30,25,108
hotlake_ucc_84156,1499,1212,1427,1426,1447,158,392,389,263,273,70,30,37,90
hotlake_ucc_84157,662,523,568,479,597,75,448,185,163,397,14,6,9,25
hotlake_ucc_84158,3747,2700,3531,3096,3408,670,3428,1451,1230,3126,226,108,103,962
hotlake_ucc_84159,1405,1048,1346,1192,1317,117,555,353,289,506,34,20,24,53
hotlake_ucc_84160,8213,6420,7438,6351,7248,761,2700,2265,1520,2403,316,214,214,394
hotlake_ucc_84161,576,379,658,466,656,59,294,184,123,198,13,11,4,27
hotlake_ucc_84162,1109,893,1095,947,1140,84,330,323,176,234,59,37,19,77
hotlake_ucc_84163,729,585,713,630,826,99,255,198,162,206,36,23,16,47
hotlake_ucc_84164,31,34,29,27,20,7,22,11,5,13,2,2,2,0
hotlake_ucc_84165,427,367,411,399,406,34,251,97,68,173,11,6,4,29
hotlake_ucc_84166,305,257,322,295,311,80,209,214,88,177,25,11,17,41
hotlake_ucc_84167,129,69,83,63,63,22,67,71,52,59,25,7,8,32
hotlake_ucc_84168,344,257,294,259,253,25,111,89,66,94,65,36,42,82
hotlake_ucc_84169,84,49,81,65,51,7,15,15,12,10,1,2,1,4
hotlake_ucc_84170,369,363,331,201,212,107,102,87,37,40,14,22,19,59
hotlake_ucc_84171,634553,563316,642896,334649,232427,160533,245603,204615,196964,135100,289506,70549,218891,353306
hotlake_ucc_84172,635,551,631,550,591,116,657,275,235,618,39,27,20,150
hotlake_ucc_84173,598,533,523,465,656,63,430,267,194,354,34,18,12,50
hotlake_ucc_84175,334,272,345,261,292,39,119,77,69,105,7,8,3,22
hotlake_ucc_85174,1314,1113,889,1309,1107,155,443,443,300,341,0,1,1,7
hotlake_ucc_84176,1350,945,1178,941,1253,197,618,380,284,445,33,14,18,94
hotlake_ucc_84177,2493,2000,2297,1758,2114,307,629,643,491,358,64,33,34,127
hotlake_ucc_84178,1476,1250,1358,1449,1243,185,442,386,359,257,42,23,28,81
hotlake_ucc_84179,2319,1977,2298,2052,2353,463,811,758,699,553,50,33,38,100
hotlake_ucc_84180,1186,841,1115,883,1308,145,373,369,245,222,26,18,23,47
hotlake_ucc_84181,3186,2440,3091,2545,3034,597,1834,1457,853,1560,71,42,45,258
hotlake_ucc_84182,7789,5947,7256,8577,7659,603,1231,1762,1202,1544,103,64,47,146
hotlake_ucc_84183,6829,5095,6416,6264,6367,962,2606,2097,1351,2366,109,70,52,243
hotlake_ucc_84185,6572,5013,6340,5630,6736,879,3628,2050,1558,3591,862,515,403,630
hotlake_ucc_84186,2504,1459,2311,1650,1962,282,1140,617,483,1054,70,33,29,158
hotlake_ucc_84187,3410,2244,3476,2558,3078,464,1783,864,629,1488,188,78,80,259
hotlake_ucc_84188,3081,2242,2823,2141,2413,393,1693,828,572,1408,105,51,40,172
hotlake_ucc_84189,5111,3344,5063,3784,4427,614,2592,1355,884,2319,234,121,86,475
hotlake_ucc_84190,7160,5152,7037,5938,6162,958,4428,1978,1478,3932,213,101,86,521
hotlake_ucc_84191,8268,5714,7375,5885,6747,1212,5085,2456,1676,4510,238,148,146,597
hotlake_ucc_84192,1695,1402,1651,1229,1560,182,649,460,254,505,24,13,8,45
hotlake_ucc_84193,887,690,978,659,904,140,488,270,234,342,30,15,18,54
hotlake_ucc_84194,312,214,260,225,293,44,218,133,113,159,8,6,8,25
hotlake_ucc_84195,676,474,575,607,582,96,449,232,162,377,25,14,17,41
hotlake_ucc_84196,342,231,282,271,253,77,224,104,89,158,20,10,12,44
hotlake_ucc_84197,2445,1959,2624,2456,2353,180,527,484,230,443,90,57,33,200
hotlake_ucc_84198,2586,2172,2381,2072,2392,77,233,363,191,196,64,34,28,79
hotlake_ucc_84199,232,168,219,158,154,35,179,71,59,121,9,8,6,20
hotlake_ucc_84200,2055,1450,1798,1272,1595,176,223,526,370,153,16,3,6,31
hotlake_ucc_84201,4701,3557,4515,3048,4432,424,66,1499,1257,38,13,2,1,8
hotlake_ucc_84202,761,611,689,586,609,119,307,302,182,274,14,15,12,34
hotlake_ucc_84203,891,739,858,682,701,288,201,508,255,169,20,16,8,51
hotlake_ucc_84204,4794,3778,4929,4214,4832,1484,1524,3798,2027,1292,88,31,28,195
hotlake_ucc_84205,28531,22101,26619,24731,27027,7448,7146,22719,11621,5678,486,246,232,1100
hotlake_ucc_84206,419,333,427,329,345,92,276,119,96,206,18,11,11,25
hotlake_ucc_84207,511,375,507,386,393,33,207,115,76,152,21,10,4,21
hotlake_ucc_84208,163,139,151,124,126,18,118,40,45,83,4,3,4,11
hotlake_ucc_84209,299,190,275,193,236,32,184,52,61,115,9,4,4,6
hotlake_ucc_84210,816,606,715,616,665,77,613,198,182,385,26,15,13,20
hotlake_ucc_84211,593,452,596,508,591,48,450,175,137,286,18,16,10,35
hotlake_ucc_84213,2849,2300,2491,2526,2270,359,957,850,610,764,27,14,10,74
hotlake_ucc_84214,1651,1074,1409,1624,1528,201,515,458,318,370,15,18,11,27
hotlake_ucc_84216,2081,1483,1849,1843,1687,223,646,618,371,551,29,14,5,62
hotlake_ucc_84217,6520,4481,5556,5160,5223,572,1665,1609,831,1284,78,32,24,249
hotlake_ucc_84218,2482,1498,1887,1846,1643,144,440,465,220,387,40,16,11,110
hotlake_ucc_84219,1548,1603,1108,1520,1110,189,266,323,124,206,22,6,4,59
hotlake_ucc_84220,2180,1367,1758,1530,1308,92,434,432,184,258,18,7,10,64
hotlake_ucc_84221,4771,3010,3762,4179,3347,168,377,529,230,316,19,20,14,147
hotlake_ucc_84222,1451,1007,1074,1029,970,122,695,484,282,705,23,23,2,74
hotlake_ucc_84223,479,401,427,356,396,45,190,163,84,110,22,16,16,42
hotlake_ucc_84224,119,125,123,97,126,16,46,36,18,27,3,3,1,11
hotlake_ucc_84225,1299,1036,1144,928,874,165,377,362,257,305,32,22,18,73
hotlake_ucc_84226,4451,3485,4216,3551,3992,495,1394,1219,795,1115,133,60,67,217
hotlake_ucc_84227,3974,3275,3844,3357,3970,415,937,866,556,647,151,100,70,174
hotlake_ucc_84228,15792,13613,16822,15260,14921,1350,3002,3161,1736,2593,558,341,272,614
hotlake_ucc_84229,3581,2949,3369,2830,3059,250,440,522,308,342,95,41,36,106
hotlake_ucc_84230,4381,3463,4158,3723,3938,287,782,777,481,652,116,67,55,189
hotlake_ucc_84231,2681,2148,2546,2532,2712,410,762,820,475,565,31,15,17,71
hotlake_ucc_84232,2440,2066,2304,2047,2191,282,585,796,454,459,33,14,11,53
hotlake_ucc_84233,3535,2766,3299,2886,3006,334,729,865,502,572,57,34,21,93
hotlake_ucc_84234,10489,8686,9659,8848,9688,1132,2496,3107,1714,2111,180,111,91,309
hotlake_ucc_84235,5539,4730,5284,5017,5264,536,1231,1417,753,1018,188,83,76,253
hotlake_ucc_84236,4540,4128,4467,4779,4571,268,737,800,420,612,113,66,46,135
hotlake_ucc_84237,8138,7575,8226,7735,7730,583,1295,1681,869,994,161,97,100,284
hotlake_ucc_84238,7400,5590,7034,5929,6074,721,1923,2069,967,1338,192,79,77,292
hotlake_ucc_84239,8553,6957,8482,7255,7448,690,1877,2209,1098,1470,220,125,106,345
hotlake_ucc_84240,7898,6577,8427,6555,7376,794,1989,2070,1151,1784,509,269,195,479
hotlake_ucc_84241,233,195,214,229,282,32,227,124,79,183,5,6,3,17
hotlake_ucc_84242,423,288,403,250,393,75,405,166,135,267,11,9,9,28
hotlake_ucc_84243,170,89,181,97,157,40,162,64,47,103,7,6,3,10
hotlake_ucc_84244,2340,1837,2298,1970,2275,188,522,587,377,455,83,67,55,92
hotlake_ucc_84245,1791,1375,1785,1364,1474,214,574,467,294,433,81,38,52,102
hotlake_ucc_84246,702,463,623,474,482,74,203,218,127,145,32,13,14,34
hotlake_ucc_84247,2472,1844,2386,1976,2265,304,811,807,410,706,99,65,55,136
hotlake_ucc_84249,1305,966,1295,866,1072,135,462,425,223,346,53,37,35,80
hotlake_ucc_84250,2250,1879,1977,1935,1945,292,840,504,446,639,98,42,52,126
hotlake_ucc_84251,5765,4341,5680,5138,5600,788,2011,1738,1071,1701,264,192,153,321
hotlake_ucc_84252,2970,2737,3165,2964,2915,245,953,815,372,595,180,107,79,165
hotlake_ucc_84253,13210,11064,11667,11651,10840,1135,2303,3049,1830,1816,526,280,227,564
hotlake_ucc_84254,1735,1592,1610,1733,1940,151,316,399,275,284,21,15,4,42
hotlake_ucc_84255,8701,7191,7835,7407,8008,896,1425,2157,1166,1097,114,59,73,167
hotlake_ucc_84256,6578,5027,5594,6379,6302,661,1165,1745,1051,1072,128,68,44,125
hotlake_ucc_84257,1911,1456,1548,1475,1507,155,493,543,321,452,47,21,41,102
hotlake_ucc_84258,3597,2761,3442,2932,2840,386,992,941,576,735,113,59,62,184
hotlake_ucc_84259,1988,1564,1922,1776,1821,193,575,637,344,541,89,51,55,108
hotlake_ucc_84260,5291,4210,4883,4526,5046,643,1756,1559,986,1488,220,123,140,367
hotlake_ucc_84261,4623,3701,4579,3505,4453,571,1706,1360,928,1479,330,224,188,395
hotlake_ucc_84262,1599,1317,1827,1193,1589,179,540,389,236,464,256,125,111,183
hotlake_ucc_84263,4025,3248,4112,3037,3722,403,1239,1301,721,1174,238,134,119,303
hotlake_ucc_84264,2903,2590,3034,2147,2712,311,759,694,403,751,279,150,160,311
hotlake_ucc_84265,1686,1348,1653,1400,1572,238,1156,569,435,933,59,32,28,95
hotlake_ucc_84266,1129,840,934,854,901,38,247,238,161,212,38,20,12,36
hotlake_ucc_84267,800,633,801,641,696,85,184,152,121,173,20,8,8,43
hotlake_ucc_84269,4273,3623,3986,4046,3797,306,1624,834,612,1529,187,91,74,313
hotlake_ucc_84270,1874,1387,1717,1603,1897,116,696,364,251,553,80,39,23,159
hotlake_ucc_84271,677,611,674,530,673,105,370,316,178,298,37,30,30,89
hotlake_ucc_84272,2022,1572,1637,1435,1691,364,1197,694,612,1018,135,76,87,268
hotlake_ucc_84273,1520,1216,1375,1302,1456,141,658,528,439,497,64,27,12,85
hotlake_ucc_84274,371,275,330,277,316,58,175,135,88,119,10,5,8,22
hotlake_ucc_84275,784,565,739,552,810,63,249,211,138,237,17,8,12,22
hotlake_ucc_84277,834,679,787,630,693,84,466,268,168,353,24,6,15,25
hotlake_ucc_84278,1278,1009,1207,1153,1065,143,481,343,229,457,55,19,17,66
hotlake_ucc_84279,10,10,7,6,4,2,8,2,3,3,0,0,0,0
hotlake_ucc_84280,7,6,2,6,6,3,8,1,2,4,0,1,0,2
hotlake_ucc_84281,1888,1406,1957,1938,1961,425,847,1019,650,771,28,11,11,48
hotlake_ucc_84282,570,403,545,419,463,151,352,466,263,259,20,6,7,18
hotlake_ucc_84283,1680,1202,1436,1152,1342,207,527,701,359,463,26,19,15,38
hotlake_ucc_84284,2556,1945,2474,1834,2108,385,686,1093,529,493,38,5,23,80
hotlake_ucc_84285,8557,4342,5595,3308,4812,412,1296,1621,834,1123,51,12,41,87
hotlake_ucc_84286,1591,1222,1471,1331,1407,212,1017,881,513,792,57,34,14,93
hotlake_ucc_84287,533884,539651,638315,324323,345778,58835,114919,97791,50051,55501,14013,9218,8700,26642
hotlake_ucc_84288,409,330,382,361,411,41,136,104,74,86,23,11,6,25
hotlake_ucc_84289,518,394,515,399,422,92,167,137,98,139,13,8,8,21
hotlake_ucc_84290,25521,49438,50719,22747,15108,10384,6791,5817,2785,3097,893,632,747,1871
hotlake_ucc_84291,29,31,28,19,2,1,6,2,2,4,0,0,0,2
hotlake_ucc_84292,27895,128569,85923,55626,40846,21870,19537,19266,9473,9276,1482,1075,1448,3534
hotlake_ucc_84293,3381,2332,2948,2983,2751,149,534,489,351,458,91,59,34,103
hotlake_ucc_84294,426,370,400,349,364,19,134,69,83,106,31,33,18,31
hotlake_ucc_84295,1014,760,799,808,877,152,447,221,224,384,25,16,15,58
hotlake_ucc_84296,800,665,841,670,830,85,471,192,153,408,26,12,16,66
hotlake_ucc_84297,1482,1190,1461,1295,1640,202,784,404,303,687,51,15,14,98
hotlake_ucc_84298,29294,21841,26577,24481,25929,2201,12372,6953,5009,8600,585,368,307,709
hotlake_ucc_84299,12893,10135,12433,11254,11965,1405,2361,2916,1691,1664,176,95,100,290
hotlake_ucc_84300,2126,1626,1969,1976,2226,256,493,651,390,425,34,24,9,34
hotlake_ucc_84301,1931,1665,1927,1569,1880,398,656,679,386,442,18,2,11,31
hotlake_ucc_84302,4033,2800,3456,2761,3118,379,1269,1047,810,1001,93,35,44,171
hotlake_ucc_84304,2316,1648,2142,1816,1992,226,600,548,455,494,41,32,17,91
hotlake_ucc_84305,656,564,642,523,694,82,172,206,151,154,5,2,2,19
hotlake_ucc_84306,13637,10151,10900,9472,11334,2400,13757,7223,5193,12592,780,634,465,3121
hotlake_ucc_84307,2425,1962,2266,2031,2497,306,1794,920,804,1645,45,16,23,95
hotlake_ucc_84308,195,126,141,139,171,15,96,99,63,96,3,3,0,11
hotlake_ucc_84309,171,106,137,132,144,23,264,79,70,264,3,6,2,13
hotlake_ucc_84310,21,32,31,22,15,4,38,8,9,30,1,0,0,1
hotlake_ucc_84311,51,50,59,61,62,6,45,17,21,41,0,1,0,6
hotlake_ucc_84312,563,430,511,468,482,68,324,145,99,292,15,9,9,39
hotlake_ucc_84313,1489,1109,1352,1375,1449,114,971,403,380,852,36,35,23,81
hotlake_ucc_84314,2431,1806,2184,1954,2165,237,1002,627,431,798,48,26,14,78
hotlake_ucc_84315,212,192,214,219,178,22,117,71,48,97,5,7,3,16
hotlake_ucc_84316,2996,2248,2760,2237,2666,446,2065,902,736,2088,126,105,125,372
hotlake_ucc_84317,2796,2210,2602,2142,2673,190,482,535,316,409,65,33,27,79
hotlake_ucc_84319,15594,12251,13571,13010,12826,591,1478,1762,920,1265,385,219,130,492
hotlake_ucc_84320,40771,33246,38259,34815,36887,2218,5555,5684,3528,4948,1298,713,584,1635
hotlake_ucc_84321,10088,8372,10167,10182,10412,491,2190,1414,1088,2518,299,218,140,260
hotlake_ucc_84322,107413,95457,116997,126399,124599,4022,11242,10965,8124,11470,2629,1694,1026,2438
hotlake_ucc_84323,44935,40614,46546,53953,54639,3430,7091,8810,5527,6191,1884,1238,812,1984
hotlake_ucc_84324,15295,12659,13930,13547,14313,1603,2986,3927,2270,2188,662,348,295,799
hotlake_ucc_84325,330,236,337,297,362,66,204,117,91,142,77,34,39,107
hotlake_ucc_84326,1228,1166,1495,1187,1465,69,221,172,102,147,150,93,89,261
hotlake_ucc_84327,814,647,860,831,887,56,275,173,115,215,41,23,10,48
hotlake_ucc_84328,398,319,403,387,384,24,74,119,40,38,35,21,13,41
hotlake_ucc_84329,7086,6013,7114,8088,7570,810,6622,3456,2476,6123,125,103,47,280
hotlake_ucc_84330,3031,2508,3138,3099,3234,318,1803,875,681,1903,78,29,34,118
hotlake_ucc_84331,917,762,888,702,833,117,612,319,199,441,24,15,9,46
hotlake_ucc_84332,2005,1477,2129,2132,2125,197,1163,571,371,1183,38,28,29,94
hotlake_ucc_84333,1286,1021,1238,1181,1181,140,856,385,305,814,32,17,14,42
hotlake_ucc_84334,1785,1473,1798,1290,1557,164,958,513,331,681,44,26,28,75
hotlake_ucc_84335,3118,2468,3098,2724,3181,321,1304,712,487,1070,67,46,39,116
